card_1,card_2,weight
Tanglefur Mystic,Blackwald Pixie,1
Tanglefur Mystic,Blizzard,1
Tanglefur Mystic,Blood Razor,1
Tanglefur Mystic,Bone Drake,1
Tanglefur Mystic,Cheaty Anklebiter,1
Tanglefur Mystic,Chillblade Champion,1
Tanglefur Mystic,Cinderstorm,1
Tanglefur Mystic,Coppertail Imposter,1
Tanglefur Mystic,Damaged Stegotron,1
Tanglefur Mystic,Daring Fire-Eater,1
Tanglefur Mystic,Deadly Shot,1
Tanglefur Mystic,Despicable Dreadlord,1
Tanglefur Mystic,Divine Favor,1
Tanglefur Mystic,Doubling Imp,1
Tanglefur Mystic,Drygulch Jailor,1
Tanglefur Mystic,Earth Shock,1
Tanglefur Mystic,Eggnapper,1
Tanglefur Mystic,Elven Archer,1
Tanglefur Mystic,Emerald Reaver,1
Tanglefur Mystic,Execute,1
Tanglefur Mystic,Faerie Dragon,1
Tanglefur Mystic,Fire Fly,1
Tanglefur Mystic,Fire Plume Harbinger,1
Tanglefur Mystic,Flame Elemental,1
Tanglefur Mystic,Flametongue Totem,1
Tanglefur Mystic,Flash of Light,1
Tanglefur Mystic,Frostbolt,1
Tanglefur Mystic,Frostwolf Warlord,1
Tanglefur Mystic,Frothing Berserker,1
Tanglefur Mystic,Giant Mastodon,1
Tanglefur Mystic,Giant Wasp,1
Tanglefur Mystic,Hench-Clan Thug,1
Tanglefur Mystic,High Priest Thekal,1
Tanglefur Mystic,Hunting Mastiff,1
Tanglefur Mystic,Igneous Elemental,1
Tanglefur Mystic,Jasper Spellstone,1
Tanglefur Mystic,Kaboom Bot,1
Tanglefur Mystic,Kobold Librarian,1
Tanglefur Mystic,Mecharoo,1
Tanglefur Mystic,Militia Commander,1
Tanglefur Mystic,Mirror Image,1
Tanglefur Mystic,Multi-Shot,1
Tanglefur Mystic,Novice Engineer,1
Tanglefur Mystic,Oaken Summons,1
Tanglefur Mystic,Omega Assembly,1
Tanglefur Mystic,Omega Defender,1
Tanglefur Mystic,Power Word: Shield,1
Tanglefur Mystic,Primordial Drake,1
Tanglefur Mystic,Pyromaniac,1
Tanglefur Mystic,Research Project,1
Tanglefur Mystic,Rockpool Hunter,1
Tanglefur Mystic,Shadowblade,1
Tanglefur Mystic,Shiv,1
Tanglefur Mystic,Skaterbot,1
Tanglefur Mystic,Snake Trap,1
Tanglefur Mystic,Sorcerer's Apprentice,1
Tanglefur Mystic,Stoneskin Basilisk,1
Tanglefur Mystic,Stormwind Champion,1
Tanglefur Mystic,Sunwalker,1
Tanglefur Mystic,Tainted Zealot,1
Tanglefur Mystic,Tanglefur Mystic,1
Tanglefur Mystic,Tuskarr Fisherman,1
Tanglefur Mystic,Twilight Drake,1
Tanglefur Mystic,Upgrade!,1
Tanglefur Mystic,Vanish,1
Tanglefur Mystic,Vicious Scalehide,1
Tanglefur Mystic,Voidwalker,1
Tanglefur Mystic,Volatile Elemental,1
Tanglefur Mystic,Volcanosaur,1
Tanglefur Mystic,Voodoo Doll,1
Tanglefur Mystic,Wild Pyromancer,1
Tanglefur Mystic,Wolfrider,1
Tar Creeper,Al'Akir the Windlord,1
Tar Creeper,Amethyst Spellstone,1
Tar Creeper,Ancestral Spirit,1
Tar Creeper,Arcane Shot,1
Tar Creeper,Arcanite Reaper,1
Tar Creeper,Arcanologist,1
Tar Creeper,Archmage Antonidas,1
Tar Creeper,Assassinate,1
Tar Creeper,Avalanche,1
Tar Creeper,Azalina Soulthief,1
Tar Creeper,Barnes,1
Tar Creeper,Battle Rage,1
Tar Creeper,Bearshark,1
Tar Creeper,Beryllium Nullifier,1
Tar Creeper,Blazing Invocation,1
Tar Creeper,Blessing of Might,1
Tar Creeper,Blightnozzle Crawler,1
Tar Creeper,Bloodsail Raider,1
Tar Creeper,Buccaneer,1
Tar Creeper,Champion's Maul,1
Tar Creeper,Cheat Death,1
Tar Creeper,Cheaty Anklebiter,1
Tar Creeper,Chillblade Champion,1
Tar Creeper,Counterspell,1
Tar Creeper,Crackling Razormaw,1
Tar Creeper,Crushing Hand,1
Tar Creeper,Crypt Lord,1
Tar Creeper,Cursed Castaway,1
Tar Creeper,Dark Pact,1
Tar Creeper,Deathstalker Rexxar,1
Tar Creeper,Defender of Argus,1
Tar Creeper,Defile,1
Tar Creeper,Demonfire,1
Tar Creeper,Dirty Rat,1
Tar Creeper,Divine Favor,1
Tar Creeper,Drygulch Jailor,1
Tar Creeper,Earth Elemental,1
Tar Creeper,Eggnapper,1
Tar Creeper,Electra Stormsurge,1
Tar Creeper,Elven Archer,1
Tar Creeper,Emerald Reaver,1
Tar Creeper,Equality,1
Tar Creeper,Eternal Servitude,1
Tar Creeper,Eviscerate,1
Tar Creeper,Faceless Manipulator,1
Tar Creeper,Faerie Dragon,1
Tar Creeper,Fire Plume's Heart,1
Tar Creeper,Forked Lightning,1
Tar Creeper,Frostmourne,1
Tar Creeper,Galvanizer,1
Tar Creeper,Genn Greymane,1
Tar Creeper,Glow-Tron,1
Tar Creeper,Hagatha the Witch,1
Tar Creeper,Hallucination,1
Tar Creeper,Headhunter's Hatchet,1
Tar Creeper,Holy Nova,1
Tar Creeper,Hot Spring Guardian,1
Tar Creeper,Inner Fire,1
Tar Creeper,Ironwood Golem,1
Tar Creeper,Jade Blossom,1
Tar Creeper,Kingsbane,1
Tar Creeper,Kobold Illusionist,1
Tar Creeper,Lab Recruiter,1
Tar Creeper,Lesser Jasper Spellstone,1
Tar Creeper,Malfurion the Pestilent,1
Tar Creeper,Mecha'thun,1
Tar Creeper,Militia Commander,1
Tar Creeper,Mimic Pod,1
Tar Creeper,Mirror Image,1
Tar Creeper,Missile Launcher,1
Tar Creeper,Mistress of Mixtures,1
Tar Creeper,Mossy Horror,1
Tar Creeper,Murkspark Eel,1
Tar Creeper,Myra's Unstable Element,1
Tar Creeper,Necrium Blade,1
Tar Creeper,Necrium Vial,1
Tar Creeper,Oaken Summons,1
Tar Creeper,Obsidian Statue,1
Tar Creeper,Omega Medic,1
Tar Creeper,Potion of Heroism,1
Tar Creeper,Preparation,1
Tar Creeper,Primalfin Lookout,1
Tar Creeper,Pterrordax Hatchling,1
Tar Creeper,Purifier's Maul,1
Tar Creeper,Rabid Worgen,1
Tar Creeper,Raging Worgen,1
Tar Creeper,Ravencaller,1
Tar Creeper,Rin,1
Tar Creeper,Rusty Recycler,1
Tar Creeper,Savage Roar,1
Tar Creeper,Savannah Highmane,1
Tar Creeper,Scarlet Crusader,1
Tar Creeper,Scavenging Hyena,1
Tar Creeper,Security Rover,1
Tar Creeper,Shadow Essence,1
Tar Creeper,Shadowstep,1
Tar Creeper,Sharkfin Fan,1
Tar Creeper,Shattered Sun Cleric,1
Tar Creeper,Skaterbot,1
Tar Creeper,Soul Infusion,1
Tar Creeper,Sound the Bells!,1
Tar Creeper,Southsea Captain,1
Tar Creeper,Spark,1
Tar Creeper,Spider Bomb,1
Tar Creeper,Spreading Plague,1
Tar Creeper,Springpaw,1
Tar Creeper,Starfall,1
Tar Creeper,Swipe,1
Tar Creeper,Tar Lord,1
Tar Creeper,The Glass Knight,1
Tar Creeper,Thoughtsteal,1
Tar Creeper,Thunderhead,1
Tar Creeper,Tirion Fordring,1
Tar Creeper,Topsy Turvy,1
Tar Creeper,Tortollan Forager,1
Tar Creeper,Tracking,1
Tar Creeper,Treant,1
Tar Creeper,Trogg Gloomeater,1
Tar Creeper,Tundra Rhino,1
Tar Creeper,Tuskarr Fisherman,1
Tar Creeper,Twilight's Call,1
Tar Creeper,Twisting Nether,1
Tar Creeper,Un'Goro Pack,1
Tar Creeper,Unleash the Hounds,1
Tar Creeper,Upgradeable Framebot,1
Tar Creeper,Uther of the Ebon Blade,1
Tar Creeper,Valeera the Hollow,1
Tar Creeper,Venomizer,1
Tar Creeper,Vinecleaver,1
Tar Creeper,Volatile Elemental,1
Tar Creeper,Volcanosaur,1
Tar Creeper,Voltaic Burst,1
Tar Creeper,Walk the Plank,1
Tar Creeper,Weapons Project,1
Tar Creeper,Wispering Woods,1
Tar Creeper,Witch's Cauldron,1
Tar Creeper,Wolf,1
Tar Creeper,Woodcutter's Axe,1
Tar Creeper,Wrath,1
Tar Creeper,Zap!,1
Tar Lord,Acolyte of Pain,1
Tar Lord,Arcane Shot,1
Tar Lord,Arcanite Reaper,1
Tar Lord,Argent Commander,1
Tar Lord,Baleful Banker,1
Tar Lord,Battle Rage,1
Tar Lord,Beryllium Nullifier,1
Tar Lord,Bone Drake,1
Tar Lord,Celestial Emissary,1
Tar Lord,Charged Devilsaur,1
Tar Lord,Chillwind Yeti,1
Tar Lord,Corrosive Sludge,1
Tar Lord,Curious Glimmerroot,1
Tar Lord,Darius Crowley,1
Tar Lord,Death Coil,1
Tar Lord,Deathspeaker,1
Tar Lord,Direhorn Matriarch,1
Tar Lord,Doubling Imp,1
Tar Lord,Dragonslayer,1
Tar Lord,Dyn-o-matic,1
Tar Lord,Eaglehorn Bow,1
Tar Lord,Earth Shock,1
Tar Lord,Earthen Might,1
Tar Lord,Electra Stormsurge,1
Tar Lord,Emberscale Drake,1
Tar Lord,Explosive Runes,1
Tar Lord,Far Sight,1
Tar Lord,Fire Fly,1
Tar Lord,Fire Plume Phoenix,1
Tar Lord,Flame Elemental,1
Tar Lord,Frost Lich Jaina,1
Tar Lord,Giant Mastodon,1
Tar Lord,Glacial Shard,1
Tar Lord,Grim Necromancer,1
Tar Lord,Harvest Golem,1
Tar Lord,Hellfire,1
Tar Lord,Helpless Hatchling,1
Tar Lord,Hench-Clan Thug,1
Tar Lord,Hoarding Dragon,1
Tar Lord,Kalimos,1
Tar Lord,Knife Juggler,1
Tar Lord,Kor'kron Elite,1
Tar Lord,Mad Bomber,1
Tar Lord,Mechanical Whelp,1
Tar Lord,Militia Commander,1
Tar Lord,Omega Defender,1
Tar Lord,Polymorph,1
Tar Lord,Sea Giant,1
Tar Lord,Security Rover,1
Tar Lord,Shroom Brewer,1
Tar Lord,Shudderwock,1
Tar Lord,Silver Hand Recruit,1
Tar Lord,Snake Trap,1
Tar Lord,Stubborn Gastropod,1
Tar Lord,Sulfuras,1
Tar Lord,Sunwalker,1
Tar Lord,Swift Messenger,1
Tar Lord,Tanglefur Mystic,1
Tar Lord,Tar Creeper,1
Tar Lord,Town Crier,1
Tar Lord,Un'Goro Pack,1
Tar Lord,Unpowered Steambot,1
Tar Lord,Unstable Evolution,1
Tar Lord,Volcanosaur,1
Tar Lord,Weapons Project,1
Tar Lurker,Acolyte of Pain,1
Tar Lurker,Amethyst Spellstone,1
Tar Lurker,Arcane Keysmith,1
Tar Lurker,Astral Rift,1
Tar Lurker,Augmented Elekk,1
Tar Lurker,Blackwald Pixie,1
Tar Lurker,Blizzard,1
Tar Lurker,Bloodreaver Gul'dan,1
Tar Lurker,Bronze Gatekeeper,1
Tar Lurker,Chief Inspector,1
Tar Lurker,Corpsetaker,1
Tar Lurker,Crushing Hand,1
Tar Lurker,Devilsaur Egg,1
Tar Lurker,Dire Mole,1
Tar Lurker,Doomguard,1
Tar Lurker,Dread Infernal,1
Tar Lurker,Earth Shock,1
Tar Lurker,Earthen Ring Farseer,1
Tar Lurker,Eternium Rover,1
Tar Lurker,Far Sight,1
Tar Lurker,Fen Creeper,1
Tar Lurker,Firetree Witchdoctor,1
Tar Lurker,Flame Imp,1
Tar Lurker,Frostbolt,1
Tar Lurker,Gemstudded Golem,1
Tar Lurker,Harvest Golem,1
Tar Lurker,Hex,1
Tar Lurker,Kalimos,1
Tar Lurker,Knife Juggler,1
Tar Lurker,Kobold Librarian,1
Tar Lurker,Lightning Storm,1
Tar Lurker,Mal'Ganis,1
Tar Lurker,Mana Tide Totem,1
Tar Lurker,Menacing Nimbus,1
Tar Lurker,Mind Control Tech,1
Tar Lurker,Missile Launcher,1
Tar Lurker,Mortal Coil,1
Tar Lurker,Mossy Horror,1
Tar Lurker,Nesting Roc,1
Tar Lurker,Piloted Reaper,1
Tar Lurker,Plated Beetle,1
Tar Lurker,Primordial Glyph,1
Tar Lurker,Righteous Protector,1
Tar Lurker,Sacrificial Pact,1
Tar Lurker,Sea Giant,1
Tar Lurker,Servant of Kalimos,1
Tar Lurker,Shimmering Tempest,1
Tar Lurker,Siphon Soul,1
Tar Lurker,Skull of the Man'ari,1
Tar Lurker,Spellbreaker,1
Tar Lurker,Spring Rocket,1
Tar Lurker,Sunborne Val'kyr,1
Tar Lurker,Sunwalker,1
Tar Lurker,Swift Messenger,1
Tar Lurker,Tar Lurker,1
Tar Lurker,Thunderhead,1
Tar Lurker,Tidal Surge,1
Tar Lurker,Twisting Nether,1
Tar Lurker,Unstable Evolution,1
Tar Lurker,Val'anyr,1
Tar Lurker,Vicious Fledgling,1
Tar Lurker,Violet Wurm,1
Tar Lurker,Voidwalker,1
Tar Lurker,Wild Pyromancer,1
Tar Lurker,Zola the Gorgon,1
Terrorscale Stalker,Acherus Veteran,1
Terrorscale Stalker,Argent Squire,1
Terrorscale Stalker,Baited Arrow,1
Terrorscale Stalker,Bomb Toss,1
Terrorscale Stalker,Cave Hydra,1
Terrorscale Stalker,Death Coil,1
Terrorscale Stalker,Dire Mole,1
Terrorscale Stalker,Dire Wolf Alpha,1
Terrorscale Stalker,Dirty Rat,1
Terrorscale Stalker,Duskbreaker,1
Terrorscale Stalker,Explosive Trap,1
Terrorscale Stalker,Far Sight,1
Terrorscale Stalker,Feral Spirit,1
Terrorscale Stalker,Flare,1
Terrorscale Stalker,Fungalmancer,1
Terrorscale Stalker,Giant Mastodon,1
Terrorscale Stalker,Glow-Tron,1
Terrorscale Stalker,Greater Emerald Spellstone,1
Terrorscale Stalker,Hellfire,1
Terrorscale Stalker,King Mukla,1
Terrorscale Stalker,Knife Juggler,1
Terrorscale Stalker,Kobold Librarian,1
Terrorscale Stalker,Lesser Emerald Spellstone,1
Terrorscale Stalker,Loot Hoarder,1
Terrorscale Stalker,Menacing Nimbus,1
Terrorscale Stalker,Muster for Battle,1
Terrorscale Stalker,Nightmare Amalgam,1
Terrorscale Stalker,Ravasaur Runt,1
Terrorscale Stalker,Scaleworm,1
Terrorscale Stalker,Sludge Belcher,1
Terrorscale Stalker,Southsea Deckhand,1
Terrorscale Stalker,Spiritsinger Umbra,1
Terrorscale Stalker,Stampeding Kodo,1
Terrorscale Stalker,Supercollider,1
Terrorscale Stalker,The Lich King,1
Terrorscale Stalker,Upgradeable Framebot,1
Terrorscale Stalker,Vanish,1
Terrorscale Stalker,Vicious Fledgling,1
Terrorscale Stalker,Violet Wurm,1
Terrorscale Stalker,Wargear,1
Terrorscale Stalker,Whirliglider,1
Terrorscale Stalker,Wild Growth,1
Terrorscale Stalker,Ysera,1
Test Subject,Acherus Veteran,1
Test Subject,Awaken the Makers,1
Test Subject,Binding Heal,1
Test Subject,Blessing of Wisdom,1
Test Subject,Cobalt Scalebane,1
Test Subject,Consecration,1
Test Subject,Coppertail Imposter,1
Test Subject,Deadly Poison,1
Test Subject,Doomsayer,1
Test Subject,Duskbreaker,1
Test Subject,Eggnapper,1
Test Subject,Extra Arms,1
Test Subject,Flame Elemental,1
Test Subject,Flametongue Totem,1
Test Subject,Grim Necromancer,1
Test Subject,Inner Fire,1
Test Subject,Mass Hysteria,1
Test Subject,Mecharoo,1
Test Subject,Murloc Tidecaller,1
Test Subject,Northshire Cleric,1
Test Subject,Rockbiter Weapon,1
Test Subject,Shadow Visions,1
Test Subject,Shadow Word: Pain,1
Test Subject,Shattered Sun Cleric,1
Test Subject,Shield Slam,1
Test Subject,Silence,1
Test Subject,Tar Lurker,1
Test Subject,Topsy Turvy,1
Test Subject,Twilight Drake,1
Test Subject,Voodoo Doctor,1
Test Subject,Wild Pyromancer,1
Test Subject,Zilliax,1
The Caverns Below,Cheaty Anklebiter,1
The Caverns Below,Flame Elemental,1
The Caverns Below,Giggling Inventor,1
The Caverns Below,Mad Scientist,1
The Caverns Below,Raiding Party,1
The Caverns Below,Saronite Chain Gang,1
The Caverns Below,The Caverns Below,1
The Caverns Below,Wax Elemental,1
The Glass Knight,Arcane Artificer,1
The Glass Knight,Cabal Shadow Priest,1
The Glass Knight,Death and Decay,1
The Glass Knight,Devilsaur Egg,1
The Glass Knight,Dragoncaller Alanna,1
The Glass Knight,Genn Greymane,1
The Glass Knight,Jade Claws,1
The Glass Knight,Lightning Bolt,1
The Glass Knight,Loot Hoarder,1
The Glass Knight,Mechano-Egg,1
The Glass Knight,Pyromaniac,1
The Glass Knight,Silver Hand Recruit,1
The Glass Knight,Sunwalker,1
The Glass Knight,Windfury Harpy,1
The Lich King,Ancestral Spirit,1
The Lich King,Annoy-o-Module,1
The Lich King,Arcane Dynamo,1
The Lich King,Arcane Missiles,1
The Lich King,Arcane Tyrant,1
The Lich King,Archmage Antonidas,1
The Lich King,Argent Squire,1
The Lich King,Auchenai Soulpriest,1
The Lich King,Augmented Elekk,1
The Lich King,Avalanche,1
The Lich King,Azalina Soulthief,1
The Lich King,Baku the Mooneater,1
The Lich King,Banana Buffoon,1
The Lich King,Beakered Lightning,1
The Lich King,Big Game Hunter,1
The Lich King,Binding Heal,1
The Lich King,Biology Project,1
The Lich King,Blast Wave,1
The Lich King,Blessing of Might,1
The Lich King,Blightnozzle Crawler,1
The Lich King,Blink Fox,1
The Lich King,Blood Knight,1
The Lich King,Bloodmage Thalnos,1
The Lich King,Bonemare,1
The Lich King,Bright-Eyed Scout,1
The Lich King,Bronze Gatekeeper,1
The Lich King,Cabal Shadow Priest,1
The Lich King,Cave Hydra,1
The Lich King,Chillwind Yeti,1
The Lich King,Circle of Healing,1
The Lich King,Cold Blood,1
The Lich King,Cone of Cold,1
The Lich King,Coppertail Imposter,1
The Lich King,Crackling Razormaw,1
The Lich King,Crowd Roaster,1
The Lich King,Darius Crowley,1
The Lich King,Dark Iron Dwarf,1
The Lich King,Dead Ringer,1
The Lich King,Deathlord,1
The Lich King,Despicable Dreadlord,1
The Lich King,Direhorn Hatchling,1
The Lich King,Divine Hymn,1
The Lich King,Dragon Roar,1
The Lich King,Eaglehorn Bow,1
The Lich King,Earthen Ring Farseer,1
The Lich King,Earthen Scales,1
The Lich King,Emperor Thaurissan,1
The Lich King,Eternium Rover,1
The Lich King,Excavated Evil,1
The Lich King,Faceless Manipulator,1
The Lich King,Faerie Dragon,1
The Lich King,Fal'dorei Strider,1
The Lich King,Felsoul Inquisitor,1
The Lich King,Feral Spirit,1
The Lich King,Flame Imp,1
The Lich King,Flamewreathed Faceless,1
The Lich King,Forgotten Torch,1
The Lich King,Frost Nova,1
The Lich King,Frostbolt,1
The Lich King,Frothing Berserker,1
The Lich King,Fungalmancer,1
The Lich King,Furious Ettin,1
The Lich King,Golakka Crawler,1
The Lich King,Greater Healing Potion,1
The Lich King,Grim Necromancer,1
The Lich King,Hallucination,1
The Lich King,Helpless Hatchling,1
The Lich King,Holy Nova,1
The Lich King,Hunter's Mark,1
The Lich King,Innervate,1
The Lich King,Ironwood Golem,1
The Lich King,Jade Lightning,1
The Lich King,Jan'alai,1
The Lich King,Jasper Spellstone,1
The Lich King,Juicy Psychmelon,1
The Lich King,Knife Juggler,1
The Lich King,Kor'kron Elite,1
The Lich King,Leeroy Jenkins,1
The Lich King,Lightbomb,1
The Lich King,Lightwarden,1
The Lich King,Loatheb,1
The Lich King,Lone Champion,1
The Lich King,Lost in the Jungle,1
The Lich King,Mana Tide Totem,1
The Lich King,Mana Wyrm,1
The Lich King,Master's Call,1
The Lich King,Militia Commander,1
The Lich King,Mimic Pod,1
The Lich King,Mind Vision,1
The Lich King,Moonfire,1
The Lich King,Murmuring Elemental,1
The Lich King,N'Zoth,1
The Lich King,N'Zoth's First Mate,1
The Lich King,Necrium Vial,1
The Lich King,Play Dead,1
The Lich King,Poison Seeds,1
The Lich King,Potion of Heroism,1
The Lich King,Potion of Madness,1
The Lich King,Power of the Wild,1
The Lich King,Questing Adventurer,1
The Lich King,Rabid Worgen,1
The Lich King,Raven Familiar,1
The Lich King,Ravencaller,1
The Lich King,Replicating Menace,1
The Lich King,Righteous Protector,1
The Lich King,Rockpool Hunter,1
The Lich King,Sated Threshadon,1
The Lich King,Scaleworm,1
The Lich King,Secret Plan,1
The Lich King,Secretkeeper,1
The Lich King,Shadow Ascendant,1
The Lich King,Shadow Bolt,1
The Lich King,Shadow Word: Horror,1
The Lich King,Shadowreaper Anduin,1
The Lich King,Ship's Cannon,1
The Lich King,Slam,1
The Lich King,Sonya Shadowdancer,1
The Lich King,Sound the Bells!,1
The Lich King,Southsea Captain,1
The Lich King,Southsea Deckhand,1
The Lich King,Spiritsinger Umbra,1
The Lich King,Stitched Tracker,1
The Lich King,Stubborn Gastropod,1
The Lich King,Tar Lurker,1
The Lich King,Thing from Below,1
The Lich King,Twisting Nether,1
The Lich King,Unbound Elemental,1
The Lich King,Unleash the Hounds,1
The Lich King,Uther of the Ebon Blade,1
The Lich King,Voidwalker,1
The Lich King,Volcano,1
The Lich King,Wax Elemental,1
The Lich King,Windfury Harpy,1
The Lich King,Witchwood Piper,1
The Soularium,Acidic Swamp Ooze,1
The Soularium,Amethyst Spellstone,1
The Soularium,Animal Companion,1
The Soularium,Arcane Tyrant,1
The Soularium,Brann Bronzebeard,1
The Soularium,Buccaneer,1
The Soularium,Cloning Device,1
The Soularium,Cobalt Scalebane,1
The Soularium,Coldlight Oracle,1
The Soularium,Corpsetaker,1
The Soularium,Crystallizer,1
The Soularium,Demonfire,1
The Soularium,Dire Mole,1
The Soularium,Dire Wolf Alpha,1
The Soularium,Dirty Rat,1
The Soularium,Fal'dorei Strider,1
The Soularium,Fan of Knives,1
The Soularium,Far Sight,1
The Soularium,Fire Plume Phoenix,1
The Soularium,Flanking Strike,1
The Soularium,Frothing Berserker,1
The Soularium,Giggling Inventor,1
The Soularium,Gilded Gargoyle,1
The Soularium,Greater Amethyst Spellstone,1
The Soularium,Greater Healing Potion,1
The Soularium,Mistress of Mixtures,1
The Soularium,Murloc Tidecaller,1
The Soularium,Northshire Cleric,1
The Soularium,Rockpool Hunter,1
The Soularium,Secretkeeper,1
The Soularium,Shadow Bolt,1
The Soularium,Shadow Visions,1
The Soularium,Shield Block,1
The Soularium,Siphon Soul,1
The Soularium,Skull of the Man'ari,1
The Soularium,Southsea Captain,1
The Soularium,Southsea Deckhand,1
The Soularium,Spider Bomb,1
The Soularium,Spirit Lash,1
The Soularium,Stubborn Gastropod,1
The Soularium,Sunfury Protector,1
The Soularium,Terrorscale Stalker,1
The Soularium,Void Ripper,1
The Soularium,Voidlord,1
The Soularium,Wandering Monster,1
The Soularium,Whirliglider,1
The Soularium,Wispering Woods,1
The Soularium,Witch's Cauldron,1
The Soularium,Zola the Gorgon,1
Thing from Below,Ancestral Spirit,1
Thing from Below,Antique Healbot,1
Thing from Below,Arcane Artificer,1
Thing from Below,Argent Squire,1
Thing from Below,Barnes,1
Thing from Below,Black Cat,1
Thing from Below,Cobalt Scalebane,1
Thing from Below,Cogmaster,1
Thing from Below,Corpsetaker,1
Thing from Below,Deadly Poison,1
Thing from Below,Death and Decay,1
Thing from Below,Defile,1
Thing from Below,Dire Wolf Alpha,1
Thing from Below,Dirty Rat,1
Thing from Below,Divine Favor,1
Thing from Below,Fire Fly,1
Thing from Below,Fire Plume's Heart,1
Thing from Below,Frostbolt,1
Thing from Below,Glacial Shard,1
Thing from Below,Hadronox,1
Thing from Below,Hagatha the Witch,1
Thing from Below,Hex,1
Thing from Below,Jade Spirit,1
Thing from Below,Lifedrinker,1
Thing from Below,Lightning Bolt,1
Thing from Below,Menacing Nimbus,1
Thing from Below,Microtech Controller,1
Thing from Below,Mind Control Tech,1
Thing from Below,Naga Corsair,1
Thing from Below,Nesting Roc,1
Thing from Below,Nightmare Amalgam,1
Thing from Below,Obliterate,1
Thing from Below,Replicating Menace,1
Thing from Below,Righteous Protector,1
Thing from Below,Saronite Chain Gang,1
Thing from Below,Shadow Visions,1
Thing from Below,Shadow Word: Pain,1
Thing from Below,Shudderwock,1
Thing from Below,Skulking Geist,1
Thing from Below,Swashburglar,1
Thing from Below,Unstable Evolution,1
Thing from Below,Witchwood Piper,1
Thing from Below,Zap!,1
Thoughtsteal,Acidic Swamp Ooze,1
Thoughtsteal,Alexstrasza,1
Thoughtsteal,Amara,1
Thoughtsteal,Archbishop Benedictus,1
Thoughtsteal,Augmented Elekk,1
Thoughtsteal,Avalanche,1
Thoughtsteal,Awaken the Makers,1
Thoughtsteal,Banana Buffoon,1
Thoughtsteal,Bananas,1
Thoughtsteal,Bonemare,1
Thoughtsteal,Bronze Gatekeeper,1
Thoughtsteal,Cabal Shadow Priest,1
Thoughtsteal,Candleshot,1
Thoughtsteal,Charged Devilsaur,1
Thoughtsteal,Cheaty Anklebiter,1
Thoughtsteal,Chillwind Yeti,1
Thoughtsteal,Cogmaster,1
Thoughtsteal,Curious Glimmerroot,1
Thoughtsteal,Dead Ringer,1
Thoughtsteal,Death Coil,1
Thoughtsteal,Deathspeaker,1
Thoughtsteal,Diamond Spellstone,1
Thoughtsteal,Dire Mole,1
Thoughtsteal,Dire Wolf Alpha,1
Thoughtsteal,Direhorn Matriarch,1
Thoughtsteal,Doomsayer,1
Thoughtsteal,Dr. Boom,1
Thoughtsteal,Drakonid Operative,1
Thoughtsteal,Drywhisker Armorer,1
Thoughtsteal,Duskbreaker,1
Thoughtsteal,Earthen Ring Farseer,1
Thoughtsteal,Elementary Reaction,1
Thoughtsteal,Eternal Servitude,1
Thoughtsteal,Explosive Trap,1
Thoughtsteal,Extra Arms,1
Thoughtsteal,Far Sight,1
Thoughtsteal,Felsoul Inquisitor,1
Thoughtsteal,Fen Creeper,1
Thoughtsteal,Fire Fly,1
Thoughtsteal,Flame Geyser,1
Thoughtsteal,Flamestrike,1
Thoughtsteal,Frog,1
Thoughtsteal,Furious Ettin,1
Thoughtsteal,Giant Wasp,1
Thoughtsteal,Gluttonous Ooze,1
Thoughtsteal,Greater Diamond Spellstone,1
Thoughtsteal,Holy Fire,1
Thoughtsteal,Hyldnir Frostrider,1
Thoughtsteal,Inner Fire,1
Thoughtsteal,Knife Juggler,1
Thoughtsteal,Lightning Bolt,1
Thoughtsteal,Lord Godfrey,1
Thoughtsteal,Mind Control Tech,1
Thoughtsteal,Mind Vision,1
Thoughtsteal,Multi-Shot,1
Thoughtsteal,Nightmare Amalgam,1
Thoughtsteal,Nourish,1
Thoughtsteal,Prince Keleseth,1
Thoughtsteal,Psychic Scream,1
Thoughtsteal,Rabid Worgen,1
Thoughtsteal,Reckless Experimenter,1
Thoughtsteal,Rockbiter Weapon,1
Thoughtsteal,Rotten Applebaum,1
Thoughtsteal,Rusty Recycler,1
Thoughtsteal,Sandbinder,1
Thoughtsteal,Saronite Chain Gang,1
Thoughtsteal,Scarlet Crusader,1
Thoughtsteal,Shadow Visions,1
Thoughtsteal,Sheep,1
Thoughtsteal,Shield Slam,1
Thoughtsteal,Shroom Brewer,1
Thoughtsteal,SI:7 Agent,1
